ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
407, 4, 0, 56, 76, 100, 0, 0, 0, 33
408, 4, 0, 56, 79, 100, 0, 0, 0, 31
409, 4, 0, 57, 77, 100, 0, 0, 0, 32
410, 4, 0, 57, 77, 100, 0, 0, 0, 31
411, 4, 0, 58, 79, 100, 0, 0, 0, 30
412, 4, 0, 57, 77, 100, 0, 0, 0, 31
413, 4, 0, 58, 79, 100, 0, 0, 0, 29
414, 4, 0, 56, 76, 100, 0, 0, 0, 31
415, 4, 0, 56, 76, 100, 0, 0, 0, 30
416, 4, 0, 57, 79, 100, 0, 0, 0, 29
417, 4, 0, 58, 83, 100, 0, 0, 0, 30
418, 4, 0, 57, 80, 100, 0, 0, 0, 34
419, 4, 0, 59, 82, 100, 0, 0, 0, 34
420, 4, 0, 58, 83, 100, 0, 0, 0, 36
421, 4, 0, 60, 80, 100, 0, 0, 0, 37
422, 4, 0, 55, 82, 100, 0, 0, 0, 38
423, 4, 0, 56, 76, 100, 0, 0, 0, 40
424, 4, 0, 55, 76, 100, 0, 0, 0, 36
425, 4, 0, 56, 75, 100, 0, 0, 0, 34
426, 4, 0, 56, 81, 100, 0, 0, 0, 31
427, 4, 0, 56, 78, 100, 0, 0, 0, 35
428, 4, 0, 57, 80, 100, 0, 0, 0, 34
429, 4, 0, 57, 77, 100, 0, 0, 0, 34
430, 4, 0, 57, 81, 100, 0, 0, 0, 33
431, 4, 0, 55, 83, 100, 0, 0, 0, 36
432, 4, 0, 57, 85, 100, 0, 0, 0, 38
433, 4, 0, 59, 69, 100, 0, 0, 0, 41
434, 4, 0, 58, 56, 100, 0, 0, 0, 30
435, 4, 0, 55, 78, 100, 0, 0, 0, 17
436, 4, 0, 59, 79, 100, 0, 0, 0, 20
437, 4, 0, 56, 76, 100, 0, 0, 0, 25
438, 4, 0, 56, 76, 100, 0, 0, 0, 26
439, 4, 0, 56, 77, 100, 0, 0, 0, 27
440, 4, 0, 56, 83, 100, 0, 0, 0, 28
441, 4, 0, 56, 82, 100, 0, 0, 0, 34
442, 4, 0, 57, 74, 100, 0, 0, 0, 36
443, 4, 0, 58, 76, 100, 0, 0, 0, 31
444, 4, 0, 56, 78, 100, 0, 0, 0, 30
445, 4, 0, 55, 72, 100, 0, 0, 0, 32
446, 4, 0, 60, 76, 100, 0, 0, 0, 25
447, 4, 0, 58, 73, 100, 0, 0, 0, 25
448, 4, 0, 57, 78, 100, 0, 0, 0, 23
449, 4, 0, 57, 81, 100, 0, 0, 0, 26
450, 4, 0, 55, 80, 100, 0, 0, 0, 31
451, 4, 0, 57, 74, 100, 0, 0, 0, 33
452, 4, 0, 55, 82, 100, 0, 0, 0, 30
453, 4, 0, 55, 74, 100, 0, 0, 0, 35
454, 4, 0, 56, 87, 100, 0, 0, 0, 31
455, 4, 0, 55, 85, 100, 0, 0, 0, 40
456, 4, 0, 56, 75, 100, 0, 0, 0, 44
457, 4, 0, 56, 76, 100, 0, 0, 0, 38
458, 4, 0, 56, 82, 100, 0, 0, 0, 35
459, 4, 0, 56, 76, 100, 0, 0, 0, 38
460, 4, 0, 57, 77, 100, 0, 0, 0, 34
461, 4, 0, 56, 76, 100, 0, 0, 0, 33
462, 4, 0, 56, 78, 100, 0, 0, 0, 32
463, 4, 0, 57, 76, 100, 0, 0, 0, 32
464, 4, 0, 60, 75, 100, 0, 0, 0, 28
465, 4, 0, 56, 76, 100, 0, 0, 0, 27
466, 4, 0, 55, 79, 100, 0, 0, 0, 28
467, 4, 0, 55, 79, 100, 0, 0, 0, 31
468, 4, 0, 57, 79, 100, 0, 0, 0, 32
469, 4, 0, 55, 78, 100, 0, 0, 0, 34
470, 4, 0, 56, 82, 100, 0, 0, 0, 34
471, 4, 0, 56, 81, 100, 0, 0, 0, 37
472, 4, 0, 56, 76, 100, 0, 0, 0, 38
